Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Other Non Operating Income Expenses,Total Other Finance Cost,Research And Development,General And Administrative Expense,Total Unusual Items,Total Unusual Items Excluding Goodwill,Average Dilution Earnings,Other Income Expense,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Depreciation And Amortization In Income Statement,Amortization,Net Policyholder Benefits And Claims,Depreciation Income Statement,Impairment Of Capital Assets,Gain On Sale Of Security,Other Gand A,Salaries And Wages,Other Non Interest Expense,Write Off,Gain On Sale Of Ppe,Gain On Sale Of Business,Earnings From Equity Interest,Preferred Stock Dividends
2024-06-30,-8982128.982129,0.299404,6166000000.0,2613000000.0,2172000000.0,30285000000.0,6136000000.0,3964000000.0,17000000.0,103000000.0,165000000.0,2634017871.017871,2613000000.0,33067000000.0,,629638554.0,629638554.0,4.15,4.15,2613000000.0,2613000000.0,0.0,2613000000.0,-92000000.0,2705000000.0,,2705000000.0,1156000000.0,3861000000.0,17000000.0,103000000.0,165000000.0,3877000000.0,2782000000.0,283000000.0,2772000000.0,1479000000.0,6659000000.0,30285000000.0,36944000000.0,36944000000.0,BMW.DE,,45000000.0,,1293000000.0,-30000000.0,-30000000.0,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,631447964.0,631447964.0,4.42,4.42,,,,,,,,,,,,,,,,,,,,,,,BMW.DE,,-124000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,-4950000.0,0.15,73000000.0,-947000000.0,720000000.0,3626000000.0,40000000.0,-680000000.0,-73000000.0,93000000.0,20000000.0,-918950000.0,-756000000.0,4492000000.0,,200000000.0,200000000.0,-3.78,-3.78,-756000000.0,-756000000.0,0.0,-756000000.0,-6000000.0,-750000000.0,191000000.0,-940000000.0,167000000.0,-773000000.0,-73000000.0,93000000.0,20000000.0,458000000.0,866000000.0,,722000000.0,453000000.0,1324000000.0,3626000000.0,4950000000.0,4950000000.0,CON.DE,-1155000000.0,,144000000.0,269000000.0,-33000000.0,-33000000.0,,,,,,,,,,,,,,,,,,,
2025-06-30,1650000.0,0.15,607000000.0,285000000.0,272000000.0,3617000000.0,618000000.0,346000000.0,-70000000.0,84000000.0,14000000.0,275650000.0,506000000.0,4499000000.0,,200000000.0,200000000.0,2.53,2.53,506000000.0,506000000.0,0.0,506000000.0,-16000000.0,522000000.0,221000000.0,302000000.0,-40000000.0,262000000.0,-70000000.0,84000000.0,14000000.0,357000000.0,882000000.0,,743000000.0,460000000.0,1239000000.0,3617000000.0,4856000000.0,4856000000.0,CON.DE,-24000000.0,,139000000.0,283000000.0,11000000.0,11000000.0,,,,,,,,,,,,,,,,,,,
2025-03-31,16701754.385965,0.397661,658000000.0,204000000.0,278000000.0,3621000000.0,700000000.0,422000000.0,-61000000.0,80000000.0,19000000.0,178701754.385965,68000000.0,4483000000.0,,200000000.0,200000000.0,0.34,0.34,68000000.0,68000000.0,0.0,68000000.0,-3000000.0,71000000.0,-136000000.0,207000000.0,136000000.0,342000000.0,-61000000.0,80000000.0,19000000.0,422000000.0,862000000.0,,713000000.0,471000000.0,1284000000.0,3621000000.0,4905000000.0,4905000000.0,CON.DE,-12000000.0,,149000000.0,242000000.0,42000000.0,42000000.0,,,,,,,,,,,,,,,,,,,
2024-12-31,-6450000.0,0.15,1479000000.0,430000000.0,568000000.0,7762000000.0,1436000000.0,868000000.0,-102000000.0,126000000.0,24000000.0,466550000.0,430000000.0,9757000000.0,,,,,,430000000.0,430000000.0,0.0,430000000.0,-11000000.0,441000000.0,,441000000.0,302000000.0,742000000.0,-102000000.0,126000000.0,24000000.0,337000000.0,1995000000.0,,945000000.0,639000000.0,2332000000.0,7762000000.0,10095000000.0,10095000000.0,CON.DE,548000000.0,,971000000.0,306000000.0,-43000000.0,-43000000.0,,,,,,,,,,,,,,,,,,,
2024-09-30,-3958477.508651,0.304498,956000000.0,390000000.0,275000000.0,3680000000.0,943000000.0,668000000.0,-73000000.0,90000000.0,17000000.0,399041522.491349,486000000.0,4509000000.0,,200000000.0,200000000.0,2.43,2.43,486000000.0,486000000.0,0.0,486000000.0,-11000000.0,497000000.0,96000000.0,401000000.0,176000000.0,578000000.0,-73000000.0,90000000.0,17000000.0,485000000.0,829000000.0,,690000000.0,461000000.0,1314000000.0,3680000000.0,4994000000.0,4994000000.0,CON.DE,135000000.0,,139000000.0,229000000.0,-13000000.0,-13000000.0,,,,,,,,,,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,200657895.0,200657895.0,1.52,1.52,,,,,,,-42000000.0,,,,,,,,,,,,,,,,CON.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,808825.554179,0.260911,919000000.0,508700000.0,125100000.0,987400000.0,922100000.0,797000000.0,-39200000.0,,,506408825.554179,508700000.0,1041700000.0,,,,,,508700000.0,508700000.0,0.0,508700000.0,-28100000.0,536800000.0,,536800000.0,189500000.0,726300000.0,-39200000.0,,,759400000.0,54300000.0,-113000000.0,,,813700000.0,987400000.0,1801100000.0,1801100000.0,DB1.DE,,,,,3100000.0,3100000.0,,,,,,125100000.0,,,125100000.0,,,,,,,,,,
2025-03-31,1650401.176785,0.261968,899700000.0,524900000.0,125800000.0,796100000.0,906000000.0,780200000.0,-38700000.0,,,520250401.176785,524900000.0,1086500000.0,,183531469.0,183531469.0,2.86,2.86,524900000.0,524900000.0,0.0,524900000.0,-27000000.0,551900000.0,,551900000.0,195900000.0,747800000.0,-38700000.0,,,780200000.0,290400000.0,169000000.0,,,1070600000.0,796100000.0,1866700000.0,1866700000.0,DB1.DE,,,,,6300000.0,6300000.0,,,,,,125800000.0,,,125800000.0,,,,,,,,,,
2024-12-31,2910587.075883,0.248768,900800000.0,507400000.0,128600000.0,790000000.0,912500000.0,783900000.0,-18500000.0,,,498610587.075883,507400000.0,1135900000.0,,,,,,507400000.0,507400000.0,0.0,507400000.0,-26300000.0,533600000.0,,533600000.0,176700000.0,710300000.0,-18500000.0,,,721000000.0,345900000.0,-393400000.0,,,1066900000.0,790000000.0,1856900000.0,1856900000.0,DB1.DE,,,,,11700000.0,11700000.0,,,,,,128600000.0,,,128600000.0,,,,,,,,,,
2024-09-30,343319.202387,0.264092,799200000.0,444900000.0,121500000.0,731700000.0,800500000.0,679000000.0,-43400000.0,,,443943319.202387,444900000.0,1025100000.0,,183700000.0,183700000.0,2.42,2.42,444900000.0,444900000.0,0.0,444900000.0,-23800000.0,468700000.0,,468700000.0,168200000.0,636900000.0,-43400000.0,,,679000000.0,293400000.0,178700000.0,,,972400000.0,731700000.0,1704100000.0,1704100000.0,DB1.DE,,,,,1300000.0,1300000.0,,,,,,121500000.0,,,121500000.0,,,,,,,,,,
2024-06-30,0.0,0.237872,888600000.0,498600000.0,128200000.0,930400000.0,888600000.0,760400000.0,-37600000.0,,,498600000.0,498600000.0,1025700000.0,,,,,,498600000.0,498600000.0,0.0,498600000.0,-21400000.0,520000000.0,,520000000.0,162300000.0,682300000.0,-37600000.0,,,720300000.0,95300000.0,-86200000.0,,,815600000.0,930400000.0,1746000000.0,1746000000.0,DB1.DE,,,,,,,,,,,,128200000.0,,,128200000.0,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,184296296.0,184296296.0,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,DB1.DE,,,,,12500000.0,12500000.0,,,,,,,,,,,,,,,,,,,
2025-09-30,-37700000.0,0.26,,1773000000.0,,,,,3916000000.0,7053000000.0,10969000000.0,1880300000.0,1773000000.0,,,,,,,1564000000.0,1564000000.0,209000000.0,1773000000.0,-46000000.0,1819000000.0,,1819000000.0,626000000.0,2445000000.0,,,,,,,5178000000.0,,,,8024000000.0,8024000000.0,DBK.DE,,,,5178000000.0,-145000000.0,-145000000.0,,,-145000000.0,96000000.0,49000000.0,,,,,0.0,1488000000.0,2247000000.0,2931000000.0,-143000000.0,,,,,
2025-06-30,12600000.0,0.28,,1687000000.0,,,,,3837000000.0,7206000000.0,11043000000.0,1654600000.0,1687000000.0,,,2006800000.0,1968700000.0,0.739984,0.754305,1485000000.0,1485000000.0,202000000.0,1687000000.0,-46000000.0,1733000000.0,,1733000000.0,688000000.0,2421000000.0,,,,,,,4959000000.0,,,,7821000000.0,7821000000.0,DBK.DE,,,,4959000000.0,45000000.0,45000000.0,,,45000000.0,-94000000.0,49000000.0,,,,,0.0,-59000000.0,2065000000.0,2894000000.0,45000000.0,,,,,
2025-03-31,-27260000.0,0.29,,1968000000.0,,,,,3670000000.0,7823000000.0,11493000000.0,2034740000.0,1968000000.0,,,1997700000.0,1951400000.0,0.888522,0.909603,1775000000.0,1775000000.0,193000000.0,1968000000.0,-44000000.0,2012000000.0,,2012000000.0,825000000.0,2837000000.0,,,,,,,5221000000.0,,,,8544000000.0,8544000000.0,DBK.DE,,,,5221000000.0,-94000000.0,-94000000.0,,,-94000000.0,26000000.0,68000000.0,,,,,0.0,1855000000.0,2180000000.0,3041000000.0,-99000000.0,,,,,
2024-12-31,-137100000.0,0.15,,303000000.0,,,,,3657000000.0,8075000000.0,11732000000.0,1079900000.0,303000000.0,,,,,,,199000000.0,199000000.0,104000000.0,303000000.0,-34000000.0,337000000.0,,336000000.0,246000000.0,582000000.0,,,,,,,1517000000.0,,,,7192000000.0,7192000000.0,DBK.DE,,,,1368000000.0,-914000000.0,-914000000.0,,,-914000000.0,628000000.0,286000000.0,,,,,0.0,-4444000000.0,-1539000000.0,2907000000.0,1372000000.0,,,,,
2024-09-30,78520000.0,0.26,,1633000000.0,,,,,3254000000.0,9108000000.0,12362000000.0,1409520000.0,1633000000.0,,,2026200000.0,1980900000.0,0.81,0.82,1461000000.0,1461000000.0,172000000.0,1633000000.0,-32000000.0,1665000000.0,,1665000000.0,597000000.0,2262000000.0,,,,,,,4812000000.0,,,,7481000000.0,7481000000.0,DBK.DE,,,,4812000000.0,302000000.0,302000000.0,,,302000000.0,-344000000.0,42000000.0,,,,,0.0,1452000000.0,1928000000.0,2884000000.0,234000000.0,,,,,
2024-06-30,,,,,,,,,,,,,,,,1998000000.0,1998000000.0,-0.071572,-0.071572,,,,,,,,,,,,,,,,,,,,,,,DBK.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,2058300000.0,2013400000.0,0.619443,0.633257,,,,,,,,,,,,,,,,,,,,,,,DBK.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.299919,2736000000.0,815000000.0,1190000000.0,17836000000.0,2736000000.0,1546000000.0,-217000000.0,319000000.0,102000000.0,815000000.0,815000000.0,18465000000.0,1429000000.0,1131944444.0,1131944444.0,0.72,0.72,815000000.0,815000000.0,0.0,815000000.0,-44000000.0,859000000.0,,859000000.0,368000000.0,1227000000.0,-217000000.0,319000000.0,102000000.0,1361000000.0,629000000.0,1310000000.0,,,1990000000.0,17836000000.0,19826000000.0,19826000000.0,DHL.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-600000.0,0.3,2713000000.0,786000000.0,1220000000.0,18680000000.0,2711000000.0,1491000000.0,-209000000.0,305000000.0,96000000.0,787400000.0,786000000.0,19435000000.0,1370000000.0,1173251791.0,1151156211.0,0.67,0.68,788000000.0,786000000.0,0.0,786000000.0,-43000000.0,830000000.0,,830000000.0,356000000.0,1186000000.0,-209000000.0,305000000.0,96000000.0,1374000000.0,755000000.0,1347000000.0,,,2129000000.0,18680000000.0,20809000000.0,20809000000.0,DHL.DE,,,,,-2000000.0,-2000000.0,1000000.0,,-2000000.0,,,,,,,,,,,,2000000.0,,,,
2024-12-31,0.0,0.284563,3004000000.0,1097000000.0,1243000000.0,15510000000.0,3004000000.0,1761000000.0,-205000000.0,148000000.0,-65000000.0,1097000000.0,1097000000.0,21352000000.0,1851000000.0,,,,,1099000000.0,1097000000.0,0.0,1097000000.0,-57000000.0,1154000000.0,,1154000000.0,459000000.0,1613000000.0,-205000000.0,148000000.0,-65000000.0,1352000000.0,5842000000.0,-346000000.0,,,7194000000.0,15510000000.0,22704000000.0,22704000000.0,DHL.DE,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.3,2601000000.0,751000000.0,1154000000.0,18625000000.0,2601000000.0,1447000000.0,-210000000.0,289000000.0,79000000.0,751000000.0,751000000.0,19268000000.0,1372000000.0,1192063492.0,1173437500.0,0.63,0.64,751000000.0,751000000.0,0.0,751000000.0,-60000000.0,811000000.0,,811000000.0,347000000.0,1158000000.0,-210000000.0,289000000.0,79000000.0,1324000000.0,643000000.0,1373000000.0,,,1967000000.0,18625000000.0,20592000000.0,20592000000.0,DHL.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.299391,2630000000.0,744000000.0,1166000000.0,18585000000.0,2630000000.0,1464000000.0,-207000000.0,315000000.0,108000000.0,744000000.0,744000000.0,19283000000.0,1352000000.0,1180952381.0,1162500000.0,0.63,0.64,744000000.0,744000000.0,0.0,744000000.0,-61000000.0,805000000.0,,805000000.0,344000000.0,1149000000.0,-207000000.0,315000000.0,108000000.0,1356000000.0,698000000.0,1305000000.0,,,2054000000.0,18585000000.0,20639000000.0,20639000000.0,DHL.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,1195867757.0,1172904251.0,0.62,0.63,,,,,,,,,,,,,,,,,,,,,,,DHL.DE,,,,,-1000000.0,-1000000.0,1000000.0,,-1000000.0,,,,,,,,,,,,1000000.0,,,,
2025-09-30,-191405146.096816,0.197122,13055000000.0,2427000000.0,5918000000.0,10802000000.0,12084000000.0,6166000000.0,-1280000000.0,1580000000.0,323000000.0,3206594853.903184,2427000000.0,21937000000.0,6027000000.0,4864000000.0,4864000000.0,0.5,0.5,2427000000.0,2427000000.0,0.0,2427000000.0,-1255000000.0,3682000000.0,,3682000000.0,904000000.0,4586000000.0,-1280000000.0,1580000000.0,323000000.0,6817000000.0,11135000000.0,558000000.0,,,17952000000.0,10802000000.0,28754000000.0,28754000000.0,DTE.DE,,23000000.0,,,-971000000.0,-971000000.0,,,-971000000.0,,,5918000000.0,,,5918000000.0,,,,,,971000000.0,,,,
2025-06-30,-70973154.362416,0.236577,13056000000.0,2615000000.0,5764000000.0,10640000000.0,12756000000.0,6992000000.0,-1302000000.0,1628000000.0,339000000.0,2844026845.637584,2615000000.0,21730000000.0,6642000000.0,4881000000.0,4881000000.0,0.54,0.54,2615000000.0,2615000000.0,0.0,2615000000.0,-1481000000.0,4095000000.0,,4095000000.0,1269000000.0,5364000000.0,-1302000000.0,1628000000.0,339000000.0,6770000000.0,11090000000.0,931000000.0,,,17860000000.0,10640000000.0,28500000000.0,28500000000.0,DTE.DE,,13000000.0,,,-300000000.0,-300000000.0,,,-300000000.0,,,5764000000.0,,,5764000000.0,,,,,,300000000.0,,,,
2025-03-31,-59991280.56078,0.259703,13780000000.0,2845000000.0,6013000000.0,11009000000.0,13549000000.0,7536000000.0,-1333000000.0,1687000000.0,360000000.0,3016008719.43922,2845000000.0,22760000000.0,6766000000.0,4894000000.0,4894000000.0,0.58,0.58,2845000000.0,2845000000.0,0.0,2845000000.0,-1485000000.0,4330000000.0,,4330000000.0,1519000000.0,5849000000.0,-1333000000.0,1687000000.0,360000000.0,6806000000.0,11751000000.0,785000000.0,150000000.0,,18557000000.0,11009000000.0,29566000000.0,29566000000.0,DTE.DE,,6000000.0,,150000000.0,-231000000.0,-231000000.0,,,-231000000.0,-135000000.0,,6013000000.0,,,6013000000.0,,,,,,366000000.0,,,,
2024-12-31,521583955.673332,0.208384,13716000000.0,4182000000.0,6127000000.0,13154000000.0,16219000000.0,10092000000.0,-1200000000.0,1790000000.0,413000000.0,2200583955.673332,4182000000.0,24773000000.0,8474000000.0,,,,,4182000000.0,4182000000.0,0.0,4182000000.0,-2389000000.0,6571000000.0,0.0,6571000000.0,1730000000.0,8302000000.0,-1200000000.0,1790000000.0,413000000.0,86936000000.0,11619000000.0,731000000.0,155000000.0,,98555000000.0,13154000000.0,111709000000.0,111709000000.0,DTE.DE,,,,155000000.0,2503000000.0,2503000000.0,,,2302000000.0,-203000000.0,,6002000000.0,,,-627000000.0,,,,,,-2224000000.0,,,,
2024-09-30,-62184853.277104,0.223687,13466000000.0,2957000000.0,5830000000.0,10558000000.0,13188000000.0,7358000000.0,-1624000000.0,1667000000.0,386000000.0,3172815146.722896,2957000000.0,22085000000.0,6137000000.0,4927000000.0,4927000000.0,0.6,0.6,2957000000.0,2957000000.0,0.0,2957000000.0,-1461000000.0,4418000000.0,0.0,4418000000.0,1273000000.0,5691000000.0,-1624000000.0,1667000000.0,386000000.0,6263000000.0,11527000000.0,1316000000.0,,,17790000000.0,10558000000.0,28348000000.0,28348000000.0,DTE.DE,,343000000.0,,,-278000000.0,-278000000.0,,,-278000000.0,,,5830000000.0,,,5830000000.0,,,,,,278000000.0,,,,
2024-06-30,,,,,,,,,,,,,,,,4948000000.0,4948000000.0,0.42,0.42,,,,,,,0.0,,,,,,,,,,,,,,,,DTE.DE,,-98000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,171000000.0,,,,,,DTE.DE,,,,171000000.0,,,,,,-18000000.0,,,,,,,,,,,,,,,
2025-06-30,0.0,0.392,760000000.0,212000000.0,275000000.0,9543000000.0,760000000.0,485000000.0,-11000000.0,82000000.0,90000000.0,212000000.0,277000000.0,11222000000.0,,769000000.0,769000000.0,0.36,0.36,277000000.0,277000000.0,0.0,277000000.0,-33000000.0,310000000.0,65000000.0,245000000.0,158000000.0,403000000.0,-11000000.0,82000000.0,90000000.0,452000000.0,1679000000.0,77000000.0,1100000000.0,582000000.0,2131000000.0,9543000000.0,11674000000.0,11674000000.0,DTG.DE,,19000000.0,727000000.0,518000000.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.279,1481000000.0,770000000.0,294000000.0,9715000000.0,1481000000.0,1187000000.0,47000000.0,79000000.0,107000000.0,770000000.0,770000000.0,11360000000.0,,778000000.0,778000000.0,0.99,0.99,770000000.0,770000000.0,0.0,770000000.0,-28000000.0,799000000.0,,799000000.0,309000000.0,1108000000.0,47000000.0,79000000.0,107000000.0,1090000000.0,1645000000.0,39000000.0,1262000000.0,715000000.0,2735000000.0,9715000000.0,12450000000.0,12450000000.0,DTG.DE,,-19000000.0,492000000.0,547000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.15,1059000000.0,747000000.0,309000000.0,11549000000.0,1059000000.0,750000000.0,-2000000.0,212000000.0,110000000.0,747000000.0,747000000.0,13524000000.0,,,,,,747000000.0,747000000.0,0.0,747000000.0,-56000000.0,803000000.0,,803000000.0,-265000000.0,538000000.0,-2000000.0,212000000.0,110000000.0,826000000.0,1975000000.0,178000000.0,1455000000.0,778000000.0,2801000000.0,11549000000.0,14350000000.0,14350000000.0,DTG.DE,,-100000000.0,503000000.0,677000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.339,1185000000.0,547000000.0,284000000.0,9808000000.0,1185000000.0,901000000.0,75000000.0,47000000.0,121000000.0,547000000.0,610000000.0,11358000000.0,,793000000.0,793000000.0,0.77,0.77,610000000.0,610000000.0,0.0,610000000.0,-17000000.0,627000000.0,,565000000.0,289000000.0,854000000.0,75000000.0,47000000.0,121000000.0,820000000.0,1550000000.0,86000000.0,1279000000.0,798000000.0,2370000000.0,9808000000.0,12177000000.0,12177000000.0,DTG.DE,,-1000000.0,370000000.0,481000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.304,1388000000.0,699000000.0,280000000.0,9841000000.0,1388000000.0,1108000000.0,68000000.0,36000000.0,96000000.0,699000000.0,742000000.0,11244000000.0,,802000000.0,802000000.0,0.93,0.93,742000000.0,742000000.0,0.0,742000000.0,-47000000.0,789000000.0,43000000.0,746000000.0,326000000.0,1072000000.0,68000000.0,36000000.0,96000000.0,1181000000.0,1403000000.0,61000000.0,1090000000.0,658000000.0,2584000000.0,9841000000.0,12425000000.0,12425000000.0,DTG.DE,,-8000000.0,405000000.0,432000000.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,804000000.0,804000000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,DTG.DE,,,,,,,,,,,,,,,,,,,,,,,,,
